,Unnamed: 0,Produto,Preço,Link,Data,product_line
26,26,"Placa de Vídeo RTX 2060 Plus 1-Click OC Galax NVIDIA, 6GB GDDR6, LED, Ray Tracing - 26NRL7HP68CX","R$ 1.670,99",https://www.kabum.com.br/produto/342980/placa-de-video-rtx-2060-plus-1-click-oc-galax-nvidia-6gb-gddr6-led-ray-tracing-26nrl7hp68cx,05/12/2022 05:58:24,
27,27,"Placa de Video PNY NVIDIA Geforce RTX 3060, 12 GB GDDR6, DLSS, Ray Tracing - VCG306012DFBPB1","R$ 2.499,99",https://www.kabum.com.br/produto/383616/placa-de-video-pny-nvidia-geforce-rtx-3060-12-gb-gddr6-dlss-ray-tracing-vcg306012dfbpb1,05/12/2022 05:58:24,
28,28,"Placa de Vídeo RTX 3060 Gaming Z Trio MSI NVIDIA GeForce, 12GB GDDR, RGB, DLSS, Ray Tracing","R$ 2.999,99",https://www.kabum.com.br/produto/374617/placa-de-video-rtx-3060-gaming-z-trio-msi-nvidia-geforce-12gb-gddr-rgb-dlss-ray-tracing,05/12/2022 05:58:24,
29,29,"Placa de Vídeo GT 710 Galax NVIDIA GeForce, 1 GB DDR3 - 71GGF4DC00WG","R$ 199,99",https://www.kabum.com.br/produto/101211/placa-de-video-gt-710-galax-nvidia-geforce-1-gb-ddr3-71ggf4dc00wg,05/12/2022 05:58:24,
30,30,"Placa De Video Colorful Geforce RTX 2060 Super NB, V2-V 8GB, GDDR6, 256bit","R$ 2.093,52",https://www.kabum.com.br/produto/387961/placa-de-video-colorful-geforce-rtx-2060-super-nb-v2-v-8gb-gddr6-256bit,05/12/2022 05:58:24,Super
31,31,"Placa de Vídeo RTX 3070 Z Trio 8G MSI NVIDIA GeForce Gaming, 8GB GDDR6, LHR, RGB, DLSS, Ray Tracing - GeForce RTX 3070 GAMING Z TRIO 8G LHR","R$ 4.599,99",https://www.kabum.com.br/produto/356937/placa-de-video-rtx-3070-z-trio-8g-msi-nvidia-geforce-gaming-8gb-gddr6-lhr-rgb-dlss-ray-tracing-geforce-rtx-3070-gaming-z-trio-8g-lhr,05/12/2022 05:58:24,
32,32,"Placa de Vídeo Pcyes NVIDIA GeForce GTX 1050 Ti, 4 GB GDDR5, 128Bits, Dual Fan, Graffiti Series - PAXGTX1050TI4GBDR5","R$ 959,99",https://www.kabum.com.br/produto/396373/placa-de-video-pcyes-nvidia-geforce-gtx-1050-ti-4-gb-gddr5-128bits-dual-fan-graffiti-series-paxgtx1050ti4gbdr5,05/12/2022 05:58:24,TI
33,33,"Placa de Vídeo RTX 2060 SC Gaming EVGA NVIDIA GeForce, 6 GB GDDR6 - 06G-P4-2062-KR","R$ 1.599,99",https://www.kabum.com.br/produto/102400/placa-de-video-rtx-2060-sc-gaming-evga-nvidia-geforce-6-gb-gddr6-06g-p4-2062-kr,05/12/2022 05:58:24,
34,34,"Placa de Vídeo RTX 3050 Eagle 8G Gigabyte NVIDIA GeForce, 8GB GDDR6, DLSS, Ray Tracing - GV-N3050EAGLE-8GD","R$ 1.799,99",https://www.kabum.com.br/produto/307256/placa-de-video-rtx-3050-eagle-8g-gigabyte-nvidia-geforce-8gb-gddr6-dlss-ray-tracing-gv-n3050eagle-8gd,05/12/2022 05:58:24,
35,35,"Placa de Vídeo GT 1030 MSI NVIDIA GeForce 2GD4 LP OC 2GB, DDR4 - 912-V809-2826","R$ 459,99",https://www.kabum.com.br/produto/98327/placa-de-video-gt-1030-msi-nvidia-geforce-2gd4-lp-oc-2gb-ddr4-912-v809-2826,05/12/2022 05:58:24,
36,36,"Placa de Vídeo PNY NVIDIA GeForce RTX 3050 VERTO Dual Fan Edition, 8 GB GDDR6, DLSS, Ray Tracing - VCG30508DFBPB1","R$ 1.619,99",https://www.kabum.com.br/produto/392963/placa-de-video-pny-nvidia-geforce-rtx-3050-verto-dual-fan-edition-8-gb-gddr6-dlss-ray-tracing-vcg30508dfbpb1,05/12/2022 05:58:24,TI
37,37,"Placa de Vídeo GTX 1660 Super Ventus XS OC MSI NVIDIA GeForce, 6GB, GDDR6","R$ 1.409,99",https://www.kabum.com.br/produto/108351/placa-de-video-gtx-1660-super-ventus-xs-oc-msi-nvidia-geforce-6gb-gddr6,05/12/2022 05:58:24,Super
38,38,"Placa De Vídeo AFOX Nvidia Geforce Gtx 1650, RAM 4GB, Displayport, HDMI, DVI - Gtx1650-4gd6","R$ 1.077,00",https://www.kabum.com.br/produto/306362/placa-de-video-afox-nvidia-geforce-gtx-1650-ram-4gb-displayport-hdmi-dvi-gtx1650-4gd6,05/12/2022 05:58:24,
39,39,"Placa de Video PNY NVIDIA Geforce RTX 3070, 8GB DDR6, LHR, DLSS - VCG30708LDFMPB1","R$ 3.699,99",https://www.kabum.com.br/produto/376617/placa-de-video-pny-nvidia-geforce-rtx-3070-8gb-ddr6-lhr-dlss-vcg30708ldfmpb1,05/12/2022 05:58:24,
40,40,"Placa de Vídeo RTX 2060 Ventus MSI NVIDIA GeForce, 12GB GDDR6, HDR, Ray Tracing - 912-V375-689","R$ 1.889,99",https://www.kabum.com.br/produto/386843/placa-de-video-rtx-2060-ventus-msi-nvidia-geforce-12gb-gddr6-hdr-ray-tracing-912-v375-689,05/12/2022 05:58:24,
41,41,"Placa de Vídeo GTX 1660 SC Ultra Gaming EVGA NVIDIA GeForce 6GB, GDDR5 - 06G-P4-1067-KR","R$ 1.499,99",https://www.kabum.com.br/produto/102130/placa-de-video-gtx-1660-sc-ultra-gaming-evga-nvidia-geforce-6gb-gddr5-06g-p4-1067-kr,05/12/2022 05:58:24,
42,42,"Placa de Vídeo GT 1030 Gigabyte NVIDIA GeForce, 2GB GDDR5 - GV-N1030D5-2GL","R$ 499,99",https://www.kabum.com.br/produto/89811/placa-de-video-gt-1030-gigabyte-nvidia-geforce-2gb-gddr5-gv-n1030d5-2gl,05/12/2022 05:58:24,
43,43,"Placa de Vídeo GTX 750 Ti Duex NVIDIA GeForce, 4GB, DDR5 - DXGTX750TI4GD5","R$ 699,99",https://www.kabum.com.br/produto/271544/placa-de-video-gtx-750-ti-duex-nvidia-geforce-4gb-ddr5-dxgtx750ti4gd5,05/12/2022 05:58:24,TI
44,44,"Placa de Vídeo GTX 1660 Ti O6G EVO OC Asus TUF Gaming NVIDIA Geforce, 6GB GDDR6, Preto - 90YV0CT7-M0NA00","R$ 1.499,99",https://www.kabum.com.br/produto/270812/placa-de-video-gtx-1660-ti-o6g-evo-oc-asus-tuf-gaming-nvidia-geforce-6gb-gddr6-preto-90yv0ct7-m0na00,05/12/2022 05:58:24,TI
45,45,"Placa de Vídeo RTX 3060 Ti Gaming Gigabyte NVIDIA GeForce, 8GB GDDR6, RGB, DLSS, Ray Tracing - GV-N306TGAMING OC-8GD (rev. 2.0)","R$ 3.999,99",https://www.kabum.com.br/produto/197135/placa-de-video-rtx-3060-ti-gaming-gigabyte-nvidia-geforce-8gb-gddr6-rgb-dlss-ray-tracing-gv-n306tgaming-oc-8gd-rev-2-0-,05/12/2022 05:58:24,TI
46,46,"Placa de Vídeo RTX 3060 Ti Twin Edge OC ZOTAC Gaming GeForce, 8 GB GDDR6, LHR, LED Branco, Ray Tracing - ZT-A30610H-10MLHR","R$ 3.699,99",https://www.kabum.com.br/produto/396237/placa-de-video-rtx-3060-ti-twin-edge-oc-zotac-gaming-geforce-8-gb-gddr6-lhr-led-branco-ray-tracing-zt-a30610h-10mlhr,05/12/2022 05:58:24,TI
47,47,"Placa de Vídeo RTX 3060 Ti 8G Mini V2 Asus Dual NVIDIA Geforce, RGB, 8GB GDDR6, LHR, DLSS, Ray Tracing - 90YV0FT3-M0NA00","R$ 3.059,99",https://www.kabum.com.br/produto/213718/placa-de-video-rtx-3060-ti-8g-mini-v2-asus-dual-nvidia-geforce-rgb-8gb-gddr6-lhr-dlss-ray-tracing-90yv0ft3-m0na00,05/12/2022 05:58:24,TI
48,48,"Placa de Vídeo RTX 2060 Plus 1-Click OC Galax NVIDIA GeForce, 12GB GDDR6, Ray Tracing - 26NRL7HP68NC","R$ 2.699,99",https://www.kabum.com.br/produto/353999/placa-de-video-rtx-2060-plus-1-click-oc-galax-nvidia-geforce-12gb-gddr6-ray-tracing-26nrl7hp68nc,05/12/2022 05:58:24,
49,49,"Placa de Vídeo RTX 3070 Twin Edge Zotac NVIDIA GeForce, 8GB, GDDR6, LHR - ZT-A30700E-10PLHR","R$ 4.499,99",https://www.kabum.com.br/produto/129208/placa-de-video-rtx-3070-twin-edge-zotac-nvidia-geforce-8gb-gddr6-lhr-zt-a30700e-10plhr,05/12/2022 05:58:24,
50,50,"Placa De Video, Colorful, Igame Geforce RTX 3070 Ti Ultra W Oc -v 8GB, GDDR6x, 256bit","R$ 4.196,72",https://www.kabum.com.br/produto/355231/placa-de-video-colorful-igame-geforce-rtx-3070-ti-ultra-w-oc-v-8gb-gddr6x-256bit,05/12/2022 05:58:24,TI
51,51,"Placa de Vídeo RTX 2060 EVO ASUS NVIDIA Dual GeForce, 6 GB GDDR6, Ray Tracing - 90YV0CH4-M0NA00","R$ 2.439,99",https://www.kabum.com.br/produto/392159/placa-de-video-rtx-2060-evo-asus-nvidia-dual-geforce-6-gb-gddr6-ray-tracing-90yv0ch4-m0na00,05/12/2022 05:58:24,
52,52,"Placa de Vídeo RTX 3050 XLR8 Gaming Revel Epic-X PNY GeForce, 8GB GDDR6, Ray Tracing - VCG30508DFMPB","R$ 1.799,99",https://www.kabum.com.br/produto/367414/placa-de-video-rtx-3050-xlr8-gaming-revel-epic-x-pny-geforce-8gb-gddr6-ray-tracing-vcg30508dfmpb,05/12/2022 05:58:24,
53,53,"Placa de Vídeo RTX 3060 Ti O8G V2 Gaming Asus NVIDIA GeForce Rog Strix, RGB, 8GB GDDR6, DLSS, LHR, Ray Tracing - 90YV0G03-M0NA00","R$ 3.798,99",https://www.kabum.com.br/produto/184241/placa-de-video-rtx-3060-ti-o8g-v2-gaming-asus-nvidia-geforce-rog-strix-rgb-8gb-gddr6-dlss-lhr-ray-tracing-90yv0g03-m0na00,05/12/2022 05:58:24,TI
54,54,"Placa de Vídeo RTX 3050 OC Asus TUF Gaming NVIDIA GeForce, 8GB, ARGB, DLSS, Ray Tracing - 90YV0HM4-M0NA00","R$ 2.099,99",https://www.kabum.com.br/produto/367133/placa-de-video-rtx-3050-oc-asus-tuf-gaming-nvidia-geforce-8gb-argb-dlss-ray-tracing-90yv0hm4-m0na00,05/12/2022 05:58:24,
55,55,Placa de Vídeo VGA Galax NVIDIA GeForce GT 1030 2GB GDDR5 64Bits - 30NPH4HVQ4ST,"R$ 499,99",https://www.kabum.com.br/produto/91431/placa-de-video-vga-galax-nvidia-geforce-gt-1030-2gb-gddr5-64bits-30nph4hvq4st,05/12/2022 05:58:24,
56,56,"Placa de Vídeo RTX 3090 Trinity Zotac NVIDIA GeForce, 24GB, GDDR6X - ZT-A30900D-10P","R$ 8.599,99",https://www.kabum.com.br/produto/128562/placa-de-video-rtx-3090-trinity-zotac-nvidia-geforce-24gb-gddr6x-zt-a30900d-10p,05/12/2022 05:58:24,
57,57,"Placa de Vídeo RTX 3060 Ti DUAL O8G V2 Asus NVIDIA GeForce, 8GB GDDR6, RGB, DLSS, LHR, Ray Tracing","R$ 3.399,99",https://www.kabum.com.br/produto/184275/placa-de-video-rtx-3060-ti-dual-o8g-v2-asus-nvidia-geforce-8gb-gddr6-rgb-dlss-lhr-ray-tracing,05/12/2022 05:58:24,TI
58,58,"Placa De Vídeo Colorful, Nvidia, Igame Geforce RTX 3060 Ultra W OC, 12GB, LHR-V, GDDR6, 192 Bits","R$ 2.533,52",https://www.kabum.com.br/produto/355223/placa-de-video-colorful-nvidia-igame-geforce-rtx-3060-ultra-w-oc-12gb-lhr-v-gddr6-192-bits,05/12/2022 05:58:24,
59,59,"Placa de Vídeo GTX 1660 1-Click OC Galax NVIDIA GeForce, 6GB, GDDR5 - 60SRH7DSY91C","R$ 1.359,99",https://www.kabum.com.br/produto/101268/placa-de-video-gtx-1660-1-click-oc-galax-nvidia-geforce-6gb-gddr5-60srh7dsy91c,05/12/2022 05:58:24,
60,60,"Placa de Vídeo GTX 1660 Super O6G Gaming OC Asus NVIDIA GeForce TUF, 6GB GDDR6, IP5X, Preto","R$ 1.499,99",https://www.kabum.com.br/produto/211056/placa-de-video-gtx-1660-super-o6g-gaming-oc-asus-nvidia-geforce-tuf-6gb-gddr6-ip5x-preto,05/12/2022 05:58:24,Super
61,61,"Placa de Vídeo N210 MSI NVIDIA GeForce, 1GB DDR3 - N210-MD1G/D3","R$ 179,99",https://www.kabum.com.br/produto/357661/placa-de-video-n210-msi-nvidia-geforce-1gb-ddr3-n210-md1g-d3,05/12/2022 05:58:24,
62,62,"Placa de Vídeo GT 730 EVGA NVIDIA GeForce, 2 GB GDDR5 - 02G-P3-3733-KR","R$ 439,99",https://www.kabum.com.br/produto/94563/placa-de-video-gt-730-evga-nvidia-geforce-2-gb-gddr5-02g-p3-3733-kr,05/12/2022 05:58:24,
63,63,"Placa de Vídeo GTX 750 Ti Duex NVIDIA GeForce, 2GB GDDR5, Full Size - DXGTX750TI2GD5","R$ 588,99",https://www.kabum.com.br/produto/316908/placa-de-video-gtx-750-ti-duex-nvidia-geforce-2gb-gddr5-full-size-dxgtx750ti2gd5,05/12/2022 05:58:24,TI
64,64,"Placa de Vídeo RTX 3060 O12G V2 Gaming Asus TUF, LHR, 12GB GDDR6, 15 Gbps, RGB, Ray Tracing, DLSS - 90YV0GC0-M0NA10","R$ 2.789,99",https://www.kabum.com.br/produto/172233/placa-de-video-rtx-3060-o12g-v2-gaming-asus-tuf-lhr-12gb-gddr6-15-gbps-rgb-ray-tracing-dlss-90yv0gc0-m0na10,05/12/2022 05:58:24,
65,65,"Placa De Video Galax Geforce Rtx 3050 1-click Oc V2, 8gb Gddr6, Lhr, Dlss, Ray Tracing - 35nsl8md5ybp","R$ 2.191,98",https://www.kabum.com.br/produto/362511/placa-de-video-galax-geforce-rtx-3050-1-click-oc-v2-8gb-gddr6-lhr-dlss-ray-tracing-35nsl8md5ybp,05/12/2022 05:58:24,
66,66,"Placa de Vídeo RTX 3050 Gaming OC Gigabyte NVIDIA GeForce, 8GB GDDR6, RGB, LHR, DLSS, Ray Tracing - GV-N3050GAMING OC-8GD","R$ 2.529,99",https://www.kabum.com.br/produto/320826/placa-de-video-rtx-3050-gaming-oc-gigabyte-nvidia-geforce-8gb-gddr6-rgb-lhr-dlss-ray-tracing-gv-n3050gaming-oc-8gd,05/12/2022 05:58:24,
67,67,"Placa de Vídeo GTX 1660 Super OC Gigabyte NVIDIA Geforce, 6GB GDDR6 - GV-N166SOC-6GD","R$ 1.599,99",https://www.kabum.com.br/produto/105132/placa-de-video-gtx-1660-super-oc-gigabyte-nvidia-geforce-6gb-gddr6-gv-n166soc-6gd,05/12/2022 05:58:24,Super
68,68,"Placa de Vídeo Quadro P400 PNY NVIDIA, 2GB, GDDR5 - VCQP400V2PB","R$ 739,99",https://www.kabum.com.br/produto/114713/placa-de-video-quadro-p400-pny-nvidia-2gb-gddr5-vcqp400v2pb,05/12/2022 05:58:24,
69,69,"Placa De Vídeo Palit Geforce Rtx 3080 Gamingpro, 10gb, Gddr6x - Ned3080019ia-132aa","R$ 5.599,90",https://www.kabum.com.br/produto/210818/placa-de-video-palit-geforce-rtx-3080-gamingpro-10gb-gddr6x-ned3080019ia-132aa,05/12/2022 05:58:24,
70,70,"Placa de Vídeo RTX 3060 TI 1-Click OC Galax GeForce, LHR, 8GB GDDR6, 256 bits - 36ISL6MD1VQ","R$ 3.686,90",https://www.kabum.com.br/produto/222704/placa-de-video-rtx-3060-ti-1-click-oc-galax-geforce-lhr-8gb-gddr6-256-bits-36isl6md1vq,05/12/2022 05:58:24,TI
71,71,"Placa de Vídeo RTX 3060 Ti O8G Mini V2 OC Asus Dual NVIDIA GeForce, RGB, 8GB GDDR6, LHR, DLSS, Ray Tracing - 90YV0FT2-M0NA00","R$ 3.099,99",https://www.kabum.com.br/produto/212530/placa-de-video-rtx-3060-ti-o8g-mini-v2-oc-asus-dual-nvidia-geforce-rgb-8gb-gddr6-lhr-dlss-ray-tracing-90yv0ft2-m0na00,05/12/2022 05:58:24,TI
72,72,"Placa de Vídeo RTX 4080 16GB Eagle OC Gigabyte NVIDIA GeForce, 16 GB GDDR6X, DLSS, Ray Tracing - 9VN4080EO-00-10","R$ 10.699,99",https://www.kabum.com.br/produto/397598/placa-de-video-rtx-4080-16gb-eagle-oc-gigabyte-nvidia-geforce-16-gb-gddr6x-dlss-ray-tracing-9vn4080eo-00-10,05/12/2022 05:58:24,
73,73,"Placa de Vídeo GTX 1050 Ti Asus NVIDIA GeForce OC Cerberus, 4GB GDDR5 - CERBERUS-GTX1050TI-O4G","R$ 1.159,99",https://www.kabum.com.br/produto/95459/placa-de-video-gtx-1050-ti-asus-nvidia-geforce-oc-cerberus-4gb-gddr5-cerberus-gtx1050ti-o4g,05/12/2022 05:58:24,TI
74,74,"Placa de Vídeo GTX 1650 OC Gigabyte NVIDIA GeForce, 4GB GDDR5 - GV-N1650OC-4GD","R$ 1.399,99",https://www.kabum.com.br/produto/101520/placa-de-video-gtx-1650-oc-gigabyte-nvidia-geforce-4gb-gddr5-gv-n1650oc-4gd,05/12/2022 05:58:24,
75,75,"Placa de Vídeo RTX 3080 Trinity Zotac Gaming NVIDIA GeForce, 12GB GDDR6X, LHR, RGB, DLSS, Ray Tracing - ZT-A30820D-10PLHR","R$ 6.899,99",https://www.kabum.com.br/produto/303472/placa-de-video-rtx-3080-trinity-zotac-gaming-nvidia-geforce-12gb-gddr6x-lhr-rgb-dlss-ray-tracing-zt-a30820d-10plhr,05/12/2022 05:58:24,
76,76,"Placa de Vídeo RTX 3050 EX Galax NVIDIA GeForce, RGB, 8GB GDDR6, LHR, DLSS, Ray Tracing - 35NSL8MD6YEX","R$ 1.959,99",https://www.kabum.com.br/produto/306115/placa-de-video-rtx-3050-ex-galax-nvidia-geforce-rgb-8gb-gddr6-lhr-dlss-ray-tracing-35nsl8md6yex,05/12/2022 05:58:24,
